source_db2,hg19_chr_start_end,chrom_text,tx_start,tx_end,strand,gene_symbol,ogi_imprinting_Status,ogi_Expressed_Allele,Gene_id,Location,your_input,tax_id,entrez,title,location,chrom,status,type,aliases,database,id_position,id_ensembl,id_assembly,cds_start,cds_end,exon_count,exon_starts,exon_ends,canonical,source
gi,chr12_54410641_54449814,chr12,54410641,54449814,+,HOXC4,Predicted,Maternal,HOXC4,12q13,HOXC4,9606,3221,homeobox C4,12q13.13,12,active,protein-coding,"[MIM:142974, MGI:96195, HOX3, RGD:1586210, ENSG00000198353, uc001seu.5, CCDS8873, OTTHUMG00000160036, HGNC:5126, NM_014620, HOX3E, HOXC4, cp19, P09017]",EpiMed GENSYM,uc001seu.3,,GRCh37,54447706,54448989,4,"[54410641, 54446943, 54447700, 54448633]","[54411198, 54447060, 54448145, 54449814]",TRUE,ucsc
gi,chr12_54393876_54397120,chr12,54393876,54397120,+,HOXC9,Predicted,Maternal,HOXC9,12q13,HOXC9,9606,3225,homeobox C9,12q13.13,12,active,protein-coding,"[HOX3, RGD:1595784, HGNC:5130, P31274, NM_006897, MGI:96199, OTTHUMG00000160033, uc058oud.1, ENSG00000180806, CCDS8869, HOX3B, HOXC9, MIM:142971]",EpiMed GENSYM,uc001seq.3,,GRCh37,54393972,54396458,2,"[54393876, 54396213]","[54394510, 54397120]",FALSE,ucsc
gi,chr1_161494035_161496687,chr1,161494035,161496687,+,HSPA6,Predicted,Maternal,HSPA6,1q23 ,HSPA6,9606,3310,heat shock protein family A (Hsp70) member 6,1q23.3,1,active,protein-coding,"[HSP70B', ENSG00000173110, P17066, NM_002155, HSP70B, HSPA6, uc001gaq.4, CCDS1231, OTTHUMG00000034461, MIM:140555, HGNC:5239]",EpiMed GENSYM,uc001gaq.3,,GRCh37,161494448,161496380,1,[161494035],[161496687],TRUE,ucsc
gi,chr13_47405676_47471211,chr13,47405676,47471211,-,HTR2A,Conflicting,Maternal,HTR2A,13q14-q21 AS ,HTR2A,9606,3356,5-hydroxytryptamine receptor 2A,13q14.2,13,active,protein-coding,"[NM_000621, P28223, CCDS53867, MGI:109521, CCDS9405, uc010acr.5, HGNC:5293, HTR2A, HTR2, OTTHUMG00000016881, X57830, LRG_1008, MIM:182135, ENSG00000102468, RGD:61800, 5-HT2A]",EpiMed GENSYM,uc010acr.4,,GRCh37,47408971,47470041,4,"[47405676, 47466524, 47469629, 47470808]","[47409774, 47466725, 47470369, 47471211]",TRUE,ucsc
gi_otago,chr6_144324033_144329867,chr6,144324033,144329867,-,HYMAI,Imprinted,Paternal,HYMAI,6q24,HYMAI,9606,57061,hydatidiform mole associated and imprinted,6q24.2,6,active,ncRNA,"[ENSG00000283122, uc063sag.1, HYMAI, MIM:606546, OTTHUMG00000189750, MGI:2651552, AF241534, NCRNA00020, NR_002768, URS00008E3A01, ENSG00000276680, HGNC:5326]",EpiMed GENSYM,uc003qkq.2,,GRCh37,144324033,144324033,2,"[144324033, 144325473]","[144324633, 144329867]",FALSE,ucsc
otago,chr8_39771327_39786309,chr8,39771327,39786309,+,IDO1,,,IDO1,8p11.21,IDO1,9606,3620,"indoleamine 2,3-dioxygenase 1",8p11.21,8,active,protein-coding,"[ENSG00000131203, P14902, M34455, RGD:619989, OTTHUMG00000164057, CCDS47847, INDO, MGI:96416, IDO, NM_002164, uc064mfz.1, MIM:147435, IDO-1, HGNC:6059, IDO1]",EpiMed GENSYM,uc003xnm.3,,GRCh37,39771441,39785704,10,"[39771327, 39775393, 39775606, 39776333, 39777618, 39780070, 39780987, 39782239, 39782741, 39785348]","[39771528, 39775489, 39775726, 39776452, 39777633, 39780170, 39781105, 39782291, 39782890, 39786309]",FALSE,ucsc
gi,chr11_313990_315272,chr11,313990,315272,+,IFITM1,Predicted,Maternal,IFITM1,11p15,IFITM1,9606,8519,interferon induced transmembrane protein 1,11p15.5,11,active,protein-coding,"[IFITM1, J04164, 9-27, MIM:604456, NM_003641, DSPA2a, MGI:1915963, CCDS41584, LEU13, HGNC:5412, uc057xel.1, P13164, OTTHUMG00000165359, IFI17, CD225, ENSG00000185885]",EpiMed GENSYM,uc001loy.4,,GRCh37,314170,315113,2,"[313990, 314921]","[314356, 315272]",FALSE,ucsc
gi_otago,chr11_2150341_2160204,chr11,2150341,2160204,-,IGF2,Imprinted,Paternal,IGF2,11p15,IGF2,9606,3481,insulin like growth factor 2,11p15.5,11,active,protein-coding,"[NM_000612, M29645, RGD:2870, IGF2, MGI:96434, GRDF, MIM:147470, C11orf43, CCDS7728, uc001lvg.4, HGNC:5466, FLJ44734, ENSG00000167244, AK025719, PP9974, CCDS44517, OTTHUMG00000009395, ENSG00000129965, P01344, IGF-II]",EpiMed GENSYM,uc001lvg.3,,GRCh37,2154216,2156753,4,"[2150341, 2154746, 2156596, 2159458]","[2154453, 2154895, 2156759, 2160204]",TRUE,ucsc
gi_otago,chr11_2161757_2169896,chr11,2161757,2169896,+,IGF2-AS,Imprinted,Paternal,IGF2AS,11p15,IGF2AS,9606,51214,IGF2 antisense RNA,11p15.5,11,active,ncRNA,"[HGNC:14062, ENSG00000099869, PEG8, IGF2-AS1, IGF2AS, MIM:610146, uc001lvk.3, OTTHUMG00000009557, IGF2-AS, Q6U949, MGI:1195257, NM_016412, URS00007815C3, AB030733]",EpiMed GENALIAS,uc001lvk.2,,GRCh37,2161757,2161757,3,"[2161757, 2167474, 2168547]","[2162177, 2167757, 2169896]",TRUE,ucsc
gi,chr6_160390130_160527583,chr6,160390130,160527583,+,IGF2R,Conflicting,Biallelic,IGF2R,6q26 ,IGF2R,9606,3482,insulin like growth factor 2 receptor,6q25.3,6,active,protein-coding,"[NM_000876, P11717, M6P/IGF2R, CI-M6PR, MPR1, RGD:2871, CI-MPR, MGI:96435, CCDS5273, MIM:147280, J03528, IGF2R, HGNC:5467, MPR 300, MPR300, OTTHUMG00000015945, M6P-R, CIMPR, ENSG00000197081, CD222, MPRI, uc003qta.4]",EpiMed GENSYM,uc003qta.3,,GRCh37,160390278,160526116,48,"[160390130, 160412215, 160430041, 160431718, 160445603, 160448216, 160450581, 160453582, 160453973, 160455450, 160461591, 160464179, 160465545, 160466776, 160467529, 160468190, 160468823, 160469406, 160471504, 160477455, 160479054, 160479937, 160481578, 160482534, 160482784, 160483563, 160484446, 160485432, 160485835, 160489280, 160490899, 160492941, 160493796, 160494244, 160494788, 160496878, 160499232, 160500611, 160501160, 160504981, 160506026, 160509064, 160510138, 160510947, 160517470, 160523550, 160524777, 160525705]","[160390427, 160412355, 160430166, 160431817, 160445736, 160448346, 160450687, 160453745, 160454139, 160455554, 160461756, 160464320, 160465689, 160466914, 160467677, 160468368, 160468939, 160469575, 160471684, 160477557, 160479156, 160480130, 160481749, 160482678, 160482960, 160483651, 160484662, 160485563, 160485933, 160489417, 160491090, 160493068, 160493916, 160494501, 160495007, 160497028, 160499394, 160500819, 160501307, 160505216, 160506163, 160509179, 160510285, 160511135, 160517657, 160523703, 160524847, 160527583]",TRUE,ucsc
added_list_fc,chr10_6052656_6104333,chr10,6052656,6104333,-,IL2RA,,,IL2RA,10p15.1,3559,9606,3559,interleukin 2 receptor subunit alpha,10p15.1,10,active,protein-coding,"[RGD:2895, IL2R, CCDS7076, OTTHUMG00000017616, NM_000417, LRG_73, HGNC:6008, p55, IDDM10, IMD41, ENSG00000134460, IL2RA, MGI:96549, P01589, TCGFR, MIM:147730, CD25, X01057, uc001iiz.3, CCDS76281]",EpiMed GENUID,uc001iiz.2,,GRCh37,6054834,6104114,8,"[6052656, 6060015, 6061390, 6061832, 6063440, 6066206, 6067796, 6104050]","[6054859, 6060082, 6061462, 6061904, 6063656, 6066317, 6067988, 6104333]",TRUE,ucsc
added_list_fc,chr16_27325229_27376099,chr16,27325229,27376099,+,IL4R,,,IL4R,16p12.1,3566,9606,3566,interleukin 4 receptor,16p12.1,16,active,protein-coding,"[P24394, MGI:105367, IL4R, ENSG00000077238, CCDS10629, IL4RA, OTTHUMG00000097015, NM_000418, X52425, IL-4RA, uc002don.5, MIM:147781, CCDS58441, RGD:2899, HGNC:6015, CD124]",EpiMed GENUID,uc002don.4,,GRCh37,27351524,27375151,11,"[27325229, 27341386, 27351506, 27353441, 27356189, 27357787, 27363860, 27367128, 27370236, 27372086, 27373572]","[27325341, 27341519, 27351594, 27353580, 27356341, 27357939, 27364017, 27367228, 27370315, 27372136, 27376099]",TRUE,ucsc
gi,chr18_22006608_22033494,chr18,22006608,22033494,+,IMPACT,Not_Imprinted,Biallelic,IMPACT,18q11,IMPACT,9606,55364,impact RWD domain protein,18q11.2,18,active,protein-coding,"[ENSG00000154059, MIM:615319, Q9P2X3, OTTHUMG00000131943, CCDS11886, MGI:1098233, IMPACT, AB026264, uc002kvh.5, NM_018439, RWDD5, HGNC:20387, RGD:1591977]",EpiMed GENSYM,uc002kvh.4,,GRCh37,22006720,22030811,11,"[22006608, 22007882, 22008832, 22010285, 22017918, 22020459, 22023012, 22025356, 22028056, 22029782, 22030742]","[22006756, 22008011, 22008885, 22010348, 22018004, 22020582, 22023116, 22025430, 22028147, 22029917, 22033494]",TRUE,ucsc
gi_otago,chr10_121485558_121588662,chr10,121485558,121588662,+,INPP5F,Imprinted,Paternal,INPP5F,10q26,INPP5F,9606,22876,inositol polyphosphate-5-phosphatase F,10q26.11,10,active,protein-coding,"[CCDS81513, RGD:1305777, hSAC2, hSac2, HGNC:17054, MGI:2141867, OTTHUMG00000019158, ENSG00000198825, Q9Y2H2, MSTP007, KIAA0966, uc001leo.4, INPP5F, AB023183, CCDS7616, MSTPO47, SAC2, CCDS58098, MIM:609389, NM_014937]",EpiMed GENSYM,uc001leo.3,,GRCh37,121485774,121587292,20,"[121485558, 121510587, 121541146, 121551028, 121551380, 121551668, 121556226, 121556972, 121558054, 121563684, 121564895, 121565871, 121567443, 121569611, 121571268, 121580357, 121581942, 121582582, 121583326, 121586142]","[121485871, 121510668, 121541283, 121551157, 121551548, 121551725, 121556425, 121557152, 121558122, 121563809, 121564973, 121565992, 121567572, 121569729, 121571467, 121580429, 121582016, 121582711, 121583414, 121588662]",TRUE,ucsc
gi_otago,chr11_2181008_2182439,chr11,2181008,2182439,-,INS,Imprinted,Paternal,INS,11p15,INS,9606,3630,insulin,11p15.5,11,active,protein-coding,"[HGNC:6081, X70508, IDDM, PNDM4, ILPR, MODY10, IDDM1, IDDM2, MGI:96573, NM_000207, INS, ENSG00000254647, IRDN, MIM:176730, CCDS7729, OTTHUMG00000009558, P01308, uc001lvo.2, RGD:2916, ENSG00000129965]",EpiMed GENSYM,uc001lvo.1,,GRCh37,2181081,2182201,3,"[2181008, 2182014, 2182397]","[2181227, 2182218, 2182439]",TRUE,ucsc
gi,chr20_13202417_13281297,chr20,13202417,13281297,+,ISM1,Predicted,Paternal,ISM1,20p12,ISM1,9606,140862,isthmin 1,20p12.1,20,active,protein-coding,"[AL133463, ISM, Isthmin, RGD:1562551, bA149I18.1, ISM1, NM_080826, HGNC:16213, MIM:615793, dJ1077I2.1, CCDS46579, OTTHUMG00000031902, B1AKI9, C20orf82, MGI:2442963, ENSG00000101230, uc010gce.2]",EpiMed GENSYM,uc010gce.1,,GRCh37,13202423,13280106,6,"[13202417, 13251150, 13260280, 13269186, 13273020, 13279588]","[13202561, 13251390, 13260545, 13269330, 13273110, 13281297]",TRUE,ucsc
gi,chr11_105921824_105948465,chr11,105921824,105948465,-,KBTBD3,Predicted,Paternal,KBTBD3,11q22,KBTBD3,9606,143879,kelch repeat and BTB domain containing 3,11q22.3,11,active,protein-coding,"[CCDS81621, NM_152433, OTTHUMG00000166251, AK055247, HGNC:22934, MGI:1916399, CCDS8334, uc001pjb.4, BKLHD3, KBTBD3, Q8NAB2, RGD:1310895, ENSG00000182359]",EpiMed GENSYM,uc001pjb.3,,GRCh37,105923576,105929824,3,"[105921824, 105929591, 105948038]","[105925182, 105929836, 105948465]",TRUE,ucsc
gi_otago,chr8_140623579_140715299,chr8,140623579,140715299,-,KCNK9,Imprinted,Maternal,KCNK9,8q24,KCNK9,9606,51305,potassium two pore domain channel subfamily K member 9,8q24.3,8,active,protein-coding,"[MIM:605874, KCNK9, HGNC:6283, MGI:3521816, CCDS6377, KT3.2, OTTHUMG00000164186, AF212829, TASK3, RGD:621451, uc064qpg.1, Q9NPC2, TASK-3, NM_016601, K2p9.1, ENSG00000169427]",EpiMed GENSYM,uc003yvf.1,,GRCh37,140630500,140715235,3,"[140623579, 140630500, 140714952]","[140624917, 140631342, 140715299]",FALSE,ucsc
gi_otago,chr11_2466220_2870340,chr11,2466220,2870340,+,KCNQ1,Imprinted,Maternal,KCNQ1,11p15,KCNQ1,9606,3784,potassium voltage-gated channel subfamily Q member 1,11p15.5-p15.4,11,active,protein-coding,"[AF000571, LQT1, Kv1.9, KCNA8, NM_000218, KCNA9, P51787, KVLQT1, CCDS7736, Kv7.1, ATFB1, WRS, SQT2, MIM:607542, ATFB3, ENSG00000282076, ENSG00000053918, HGNC:6294, LRG_287, LQT, RWS, MGI:108083, uc001lwn.4, OTTHUMG00000009900, KCNQ1, RGD:621503, JLNS1]",EpiMed GENSYM,uc001lwn.3,,GRCh37,2466328,2869233,16,"[2466220, 2549157, 2591857, 2592554, 2593242, 2594075, 2604664, 2606441, 2608799, 2609942, 2683190, 2790073, 2797189, 2798215, 2799205, 2868996]","[2466714, 2549248, 2591984, 2592633, 2593339, 2594216, 2604775, 2606537, 2608922, 2610084, 2683311, 2790149, 2797284, 2798262, 2799267, 2870340]",TRUE,ucsc
gi_otago,chr11_2891262_2893336,chr11,2891262,2893336,+,KCNQ1DN,Imprinted,Maternal,KCNQ1DN,11p15,KCNQ1DN,9606,55539,KCNQ1 downstream neighbor,11p15.4|11p15.5,11,active,ncRNA,"[ENSG00000237941, uc009ydq.4, URS000075B205, BWRT, MIM:610980, Q9H478, HGNC:13335, NR_024627, HSA404617, OTTHUMG00000009942, KCNQ1DN, AB039920]",EpiMed GENSYM,uc009ydq.3,,GRCh37,2891262,2891262,2,"[2891262, 2893074]","[2892094, 2893336]",TRUE,ucsc
gi_otago,chr11_2629557_2721228,chr11,2629557,2721228,-,KCNQ1OT1,Imprinted,Paternal,KCNQ1OT1,11p15 ,KCNQ1OT1,9606,10984,KCNQ1 opposite strand/antisense transcript 1,11p15.5,11,active,ncRNA,"[MIM:604115, HGNC:6295, URS0000759CF4, KCNQ1-AS2, NR_002728, KvDMR1, ENSG00000269821, KvLQT1-AS, Kncq1, NCRNA00012, KCNQ1OT1, KCNQ10T1, LIT1, uc001lwp.4, MGI:1926855, OTTHUMG00000171022]",EpiMed GENSYM,uc001lwp.3,,GRCh37,2629557,2629557,1,[2629557],[2721228],TRUE,ucsc
otago,chr6_168418552_168445769,chr6,168418552,168445769,+,KIF25,,,KIF25,6q27,KIF25,9606,3834,kinesin family member 25,6q27,6,active,protein-coding,"[uc063syf.1, HGNC:6390, Q9UIL4, KIF25, MIM:603815, OTTHUMG00000016035, KNSL3, CCDS43530, NM_005355, CCDS5305, ENSG00000125337, AB012722]",EpiMed GENSYM,uc003qwk.1,ENST00000354419,GRCh37,168430265,168445676,9,"[168418552, 168430171, 168431452, 168434561, 168439232, 168440744, 168442648, 168443240, 168445506]","[168418720, 168430357, 168431527, 168434711, 168439409, 168440896, 168442831, 168443396, 168445769]",FALSE,ucsc
gi_otago,chr7_130417395_130418888,chr7,130417395,130418888,-,KLF14,Imprinted,Maternal,KLF14,7q32,KLF14,9606,136259,Kruppel like factor 14,7q32.2,7,active,protein-coding,"[uc033aho.2, Q8TD94, ENSG00000266265, OTTHUMG00000188298, KLF14, BTEB5, NM_138693, CCDS5825, MIM:609393, RGD:1306012, MGI:3577024, AF490374, HGNC:23025]",EpiMed GENSYM,uc003vqk.2,,GRCh37,130417888,130418860,1,[130417395],[130418888],FALSE,ucsc
gi_otago,chr20_42143075_42170535,chr20,42143075,42170535,+,L3MBTL1,Imprinted,Paternal,L3MBTL,20q13,L3MBTL,9606,26013,L3MBTL histone methyl-lysine binding protein 1,20q13.12,20,active,protein-coding,"[L3MBTL1, Q9Y468, RGD:1307316, MIM:608802, CCDS13319, ENSG00000288000, MGI:2676663, KIAA0681, HGNC:15905, OTTHUMG00000032503, CCDS46602, uc002xkl.4, ZC2HC3, dJ138B7.3, DKFZp586P1522, L3MBTL, H-L(3)MBT, NM_032107, U89358, ENSG00000185513]",EpiMed GENALIAS,uc002xkl.3,,GRCh37,42143184,42169768,19,"[42143075, 42143648, 42143931, 42144732, 42157296, 42157903, 42158923, 42159437, 42161412, 42161981, 42162647, 42162923, 42163467, 42164476, 42164736, 42165048, 42168790, 42169392, 42169573]","[42143416, 42143799, 42144055, 42144817, 42157385, 42158008, 42159059, 42159529, 42161564, 42162058, 42162733, 42163034, 42163582, 42164576, 42164934, 42165098, 42168948, 42169455, 42170535]",TRUE,ucsc
gi,chr10_103867324_103874723,chr10,103867324,103874723,-,LDB1,Predicted,Maternal,LDB1,10q24-q25 AS ,LDB1,9606,8861,LIM domain binding 1,10q24.32,10,active,protein-coding,"[LDB-1, MIM:603451, LDB1, uc001kuk.6, NM_001113407, NLI, OTTHUMG00000018950, ENSG00000198728, CLIM-2, CLIM2, CCDS7528, CCDS44472, MGI:894762, Q86U70, RGD:1310359, AF068652, HGNC:6532]",EpiMed GENSYM,uc001kuk.4,,GRCh37,103867849,103871210,11,"[103867324, 103868785, 103869140, 103869356, 103869677, 103870285, 103870625, 103870825, 103871012, 103871190, 103874162]","[103868080, 103868934, 103869264, 103869440, 103869800, 103870458, 103870728, 103870901, 103871057, 103871293, 103874723]",TRUE,ucsc
added_list_fc,chr19_40194945_40200088,chr19,40194945,40200088,+,LGALS14,,,LGALS14,19q13.2,56891,9606,56891,galectin 14,19q13.2,19,active,protein-coding,"[PPL13, AF267852, uc002omf.4, CLC2, CCDS12542, LGALS14, ENSG00000006659, CCDS46073, NM_020129, OTTHUMG00000183143, HGNC:30054, MIM:607260, Q8TCE9]",EpiMed GENUID,uc002omf.3,,GRCh37,40196547,40199953,5,"[40194945, 40196344, 40197236, 40197817, 40199836]","[40195183, 40196649, 40197313, 40198028, 40200088]",TRUE,ucsc
added_list_fc,chr1_236686738_236716279,chr1,236686738,236716279,+,LGALS8,,,LGALS8,1q43,3964,9606,3964,galectin 8,1q43,1,active,protein-coding,"[Po66-CBP, ENSG00000116977, Gal-8, OTTHUMG00000039953, O00214, HGNC:6569, uc001hxy.3, MGI:1928481, RGD:621272, NM_006499, PCTA1, CCDS1611, CCDS1612, X91790, MIM:606099, LGALS8, PCTA-1]",EpiMed GENUID,uc001hxy.2,,GRCh37,236689370,236711461,12,"[236686738, 236687269, 236689267, 236700796, 236702178, 236703863, 236704953, 236706060, 236706214, 236706859, 236708049, 236711311]","[236686924, 236687361, 236689415, 236700885, 236702389, 236703983, 236705010, 236706087, 236706340, 236706948, 236708215, 236716279]",TRUE,ucsc
gi,chr19_55174123_55179846,chr19,55174123,55179846,+,LILRB4,Predicted,Maternal,LILRB4,19q13,LILRB4,9606,11006,leukocyte immunoglobulin like receptor B4,19q13.42,19,active,protein-coding,"[CCDS12902, ENSG00000186818, CD85k, LIR5, CCDS42618, MIM:604821, NM_001278426, LIR-5, HM18, U82979, ENSG00000276042, RGD:1359090, MGI:102701, uc002qgp.5, MGI:102702, ILT-3, Q8NHJ6, ENSG00000275730, ILT3, CD85K, LILRB4, HGNC:6608, OTTHUMG00000065879, ENSG00000278555, ENSG00000278279]",EpiMed GENSYM,uc002qgp.3,,GRCh37,55174485,55179470,12,"[55174123, 55174989, 55175211, 55175636, 55176249, 55176580, 55177265, 55177690, 55177849, 55178147, 55179085, 55179323]","[55174519, 55175025, 55175496, 55175936, 55176300, 55176631, 55177382, 55177766, 55177887, 55178200, 55179244, 55179846]",TRUE,ucsc
gi_otago,chr6_105404922_105531207,chr6,105404922,105531207,+,LIN28B,Imprinted,Paternal,LIN28B,6q21 ,LIN28B,9606,389421,lin-28 homolog B,6q16.3-q21,6,active,protein-coding,"[CCDS34504, Q6ZN17, uc003pqv.2, MGI:3584032, HGNC:32207, FLJ16517, AK131411, MIM:611044, LIN28B, CSDD2, OTTHUMG00000015290, RGD:1597432, ENSG00000187772, NM_001004317]",EpiMed GENSYM,uc003pqv.2,ENST00000345080,GRCh37,105405125,105526658,4,"[105404922, 105405973, 105474172, 105526288]","[105405135, 105406161, 105474357, 105531207]",TRUE,ucsc
gi,chr10_134258713_134261825,chr10,134258713,134261825,+,LINC02870,Predicted,Maternal,C10orf91,10q26,C10orf91,9606,170393,long intergenic non-protein coding RNA 2870,10q26.3,10,active,ncRNA,"[uc057wxm.1, C10orf91, ENSG00000180066, NM_173541, HGNC:27275, Q5T1B1, bA432J24.4, BC030794, OTTHUMG00000019289]",EpiMed GENALIAS,uc001llm.3,,GRCh37,134258753,134261565,3,"[134258713, 134259199, 134261240]","[134258782, 134259283, 134261825]",FALSE,ucsc
gi,chr9_129376721_129463311,chr9,129376721,129463311,+,LMX1B,Predicted,Maternal,LMX1B,9q34 ,LMX1B,9606,4010,LIM homeobox transcription factor 1 beta,9q33.3,9,active,protein-coding,"[ENSG00000136944, NPS1, MIM:602575, CCDS55343, CCDS55342, LMX1.2, U77457, NM_001174146, O60663, CCDS6866, MGI:1100513, RGD:620843, uc004bqj.3, LMX1B, HGNC:6654, OTTHUMG00000020692]",EpiMed GENSYM,uc004bqj.3,ENST00000373474,GRCh37,129376728,129458730,8,"[129376721, 129377661, 129453114, 129455420, 129455802, 129456024, 129458117, 129458572]","[129376867, 129377848, 129453347, 129455602, 129455880, 129456091, 129458282, 129463311]",TRUE,ucsc
otago,chr13_48985181_49018840,chr13,48985181,49018840,-,LPAR6,,,LPAR6,13q14.2,LPAR6,9606,10161,lysophosphatidic acid receptor 6,13q14.2,13,active,protein-coding,"[OTTHUMG00000016895, MIM:609239, HYPT8, LAH3, RGD:1595950, ENSG00000139679, AF000546, uc001vcf.4, NM_005767, HGNC:15520, CCDS9410, P43657, LPA-6, P2RY5, ARWH1, LPAR6, MGI:1914418, P2Y5]",EpiMed GENSYM,uc001vcf.3,,GRCh37,48985524,48986559,7,"[48985181, 48989835, 48990448, 48991302, 48996785, 48998128, 49018688]","[48987247, 48989946, 48990700, 48991456, 48996926, 48998255, 49018840]",TRUE,ucsc
gi,chr12_57522281_57607125,chr12,57522281,57607125,+,LRP1,Imprinted,Unknown,LRP1,12q13,LRP1,9606,4035,LDL receptor related protein 1,12q13.3,12,active,protein-coding,"[APR, LRP1, NM_002332, LRP, X13916, MGI:96828, APOER, IGFBP3R1, MIM:107770, ENSG00000123384, RGD:1307535, CD91, HGNC:6692, ENSG00000197223, A2MR, CCDS8932, LRP1A, TGFBR5, Q07954, IGFBP-3R, uc001snd.4, IGFBP3R, KPA, OTTHUMG00000044412]",EpiMed GENSYM,uc001snd.3,,GRCh37,57522747,57606338,89,"[57522281, 57532241, 57535156, 57537461, 57538754, 57539009, 57547990, 57548261, 57549876, 57550559, 57552184, 57553607, 57554675, 57556099, 57556640, 57559587, 57559866, 57560712, 57561226, 57562922, 57566950, 57567562, 57569242, 57569691, 57570823, 57571209, 57572141, 57572672, 57573111, 57573564, 57573829, 57574112, 57574449, 57574939, 57577161, 57577557, 57577867, 57578108, 57578621, 57578863, 57579313, 57581049, 57584587, 57585102, 57586627, 57586958, 57587348, 57587681, 57588136, 57588359, 57588767, 57589053, 57589440, 57589645, 57589869, 57590764, 57591081, 57591327, 57591938, 57592247, 57592994, 57593659, 57594224, 57594481, 57594816, 57595279, 57595562, 57596203, 57596963, 57597171, 57598192, 57598409, 57598891, 57599133, 57599340, 57600255, 57601820, 57602493, 57602865, 57603474, 57603811, 57604089, 57604500, 57604958, 57605269, 57605532, 57605709, 57605899, 57606197]","[57522814, 57532364, 57535294, 57537581, 57538883, 57539273, 57548153, 57548484, 57550066, 57550703, 57552421, 57553788, 57554898, 57556301, 57556766, 57559728, 57559992, 57560829, 57561307, 57563090, 57567133, 57567763, 57569488, 57569889, 57571028, 57571374, 57572386, 57572804, 57573339, 57573739, 57573924, 57574262, 57574590, 57575074, 57577293, 57577692, 57577997, 57578235, 57578773, 57578988, 57579691, 57581239, 57584792, 57585295, 57586753, 57587087, 57587468, 57587795, 57588286, 57588482, 57588884, 57589182, 57589563, 57589786, 57590060, 57590948, 57591167, 57591447, 57592126, 57592453, 57593183, 57593808, 57594318, 57594598, 57594936, 57595402, 57595688, 57596320, 57597070, 57597304, 57598312, 57598532, 57599032, 57599268, 57599460, 57600524, 57601999, 57602600, 57602982, 57603651, 57603952, 57604263, 57604662, 57605133, 57605371, 57605597, 57605800, 57606044, 57607125]",TRUE,ucsc
gi_otago,chr2_80515480_80531487,chr2,80515480,80531487,-,LRRTM1,Imprinted,Paternal,LRRTM1,2p12 AS ,LRRTM1,9606,347730,leucine rich repeat transmembrane neuronal 1,2p12,2,active,protein-coding,"[MIM:610867, HGNC:19408, uc061lcu.1, RGD:1585921, NM_178839, Q86UE6, CCDS1966, LRRTM1, AY358310, OTTHUMG00000130021, MGI:2389173, ENSG00000162951, FLJ32082]",EpiMed GENSYM,uc002soj.3,,GRCh37,80515480,80515480,3,"[80515480, 80529069, 80531276]","[80516320, 80531003, 80531487]",FALSE,ucsc
gi,chr8_143866297_143868008,chr8,143866297,143868008,-,LY6D,Predicted,Paternal,LY6D,8q24-qter AS ,LY6D,9606,8581,lymphocyte antigen 6 family member D,8q24.3,8,active,protein-coding,"[MIM:606204, CCDS6390, E48, Ly-6D, HGNC:13348, MGI:96881, OTTHUMG00000164693, uc003yxf.2, NM_003695, LY6D, U66837, RGD:1306132, ENSG00000167656, Q14210]",EpiMed GENSYM,uc003yxf.1,,GRCh37,143866636,143867932,3,"[143866297, 143867004, 143867880]","[143866872, 143867103, 143868008]",TRUE,ucsc
gi_otago,chr15_23888695_23892993,chr15,23888695,23892993,-,MAGEL2,Imprinted,Paternal,MAGEL2,15q11-q12 AS ,MAGEL2,9606,54551,MAGE family member L2,15q11.2,15,active,protein-coding,"[OTTHUMG00000167582, MAGEL2, NM_019066, PWLS, AJ243531, CCDS73700, nM15, RGD:1583615, HGNC:6814, NDNL1, uc001ywj.5, MIM:605283, SHFYNG, MGI:1351648, Q9UJ55, ENSG00000254585]",EpiMed GENSYM,uc001ywj.4,,GRCh37,23889139,23892889,1,[23888695],[23892993],TRUE,ucsc
